Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Brand (product.metafields.custom.brand),Color (product.metafields.custom.color),InBox (product.metafields.custom.inbox),Model (product.metafields.custom.model),Region (product.metafields.custom.region),Sim (product.metafields.custom.sim),Storage (product.metafields.custom.storage),Warranty (product.metafields.custom.warranty),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
samsung-galaxy-a56-5g-8gb-ram-256gb-awesome-graphite-non-eu,Samsung Galaxy A56 5G - 8GB RAM / 256GB - Awesome Graphite (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A566-256AGR,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Graphite.jpg?v=1765960762,1,"",false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-8gb-ram-256gb-a-olive-non-eu,Samsung Galaxy A56 5G - 8GB RAM / 256GB - A Olive (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A566-256OLV,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Olive.jpg?v=1765960762,1,"",false,,,Samsung,Olive,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-8gb-ram-128gb-pink-non-eu,Samsung Galaxy A56 5G - 8GB RAM / 128GB - Pink (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A566-128PNK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Pink.jpg?v=1765960762,1,"",false,,,Samsung,Pink,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-8gb-ram-128gb-olive-non-eu,Samsung Galaxy A56 5G - 8GB RAM / 128GB - Olive (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A566-128OLV,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Olive.jpg?v=1765960762,1,"",false,,,Samsung,Olive,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-8gb-ram-128gb-light-grey-non-eu,Samsung Galaxy A56 5G - 8GB RAM / 128GB - Light Grey (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A566-128LGRY,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray_6bbe2feb-0e2b-4ff1-ae6f-bc97fbd13663.jpg?v=1765960762,1,"",false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-8gb-ram-128gb-awesome-graphite-non-eu,Samsung Galaxy A56 5G - 8GB RAM / 128GB - Awesome Graphite (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A566-128AGR,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Graphite.jpg?v=1765960762,1,"",false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-256gb-awesome-light-gray,Samsung Galaxy A56 5G - 256GB - Awesome Light Gray,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095982595,0.0,shopify,0,deny,manual,273.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray_6bbe2feb-0e2b-4ff1-ae6f-bc97fbd13663.jpg?v=1765960762,1,"",false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Eu,Sim: Physical Sim only,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-12gb-ram-256gb-light-gray-non-eu,Samsung Galaxy A56 5G - 12GB RAM / 256GB - Light Gray (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A566-12-256LGRY,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray_6bbe2feb-0e2b-4ff1-ae6f-bc97fbd13663.jpg?v=1765960762,1,"",false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-12gb-ram-256gb-a-olive-non-eu,Samsung Galaxy A56 5G - 12GB RAM / 256GB - A Olive (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A566-12-256OLV,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Olive.jpg?v=1765960762,1,"",false,,,Samsung,Olive,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-12gb-ram-256gb-a-graphite-non-eu,Samsung Galaxy A56 5G - 12GB RAM / 256GB - A Graphite (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A566-12-256AGR,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Graphite.jpg?v=1765960762,1,"",false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-128gb-enterprise-edition-graphite,Samsung Galaxy A56 5G - 128GB - Enterprise Edition - Graphite,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806097293323,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Graphite.jpg?v=1765960762,1,"",false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-128gb-awesome-olive,Samsung Galaxy A56 5G - 128GB - Awesome Olive,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095983004,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Graphite.jpg?v=1765960762,1,"",false,,,Samsung,Olive,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a56-5g-128gb-awesome-gray,Samsung Galaxy A56 5G - 128GB - Awesome Gray,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095982601,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Gray_6bbe2feb-0e2b-4ff1-ae6f-bc97fbd13663.jpg?v=1765960762,1,"",false,,,Samsung,Grey,"In Box: Smartphone
Data Cable
Documentation",Galaxy A56,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-dual-sim-8gb-ram-256gb-navy-non-eu,Samsung Galaxy A55 5G Dual Sim - 8GB RAM / 256GB - Navy (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A5568-256NVY,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Navy,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-dual-sim-8gb-ram-256gb-lilac-non-eu,Samsung Galaxy A55 5G Dual Sim - 8GB RAM / 256GB - Lilac (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A5568-256LLC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Lilac,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-dual-sim-8gb-ram-128gb-navy-non-eu,Samsung Galaxy A55 5G Dual Sim - 8GB RAM / 128GB - Navy (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A5568-128NVY,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Navy,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-dual-sim-8gb-ram-128gb-lilac-non-eu,Samsung Galaxy A55 5G Dual Sim - 8GB RAM / 128GB - Lilac (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A5568-128LLC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Lilac,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-dual-sim-8gb-ram-128gb-lemon-non-eu,Samsung Galaxy A55 5G Dual Sim - 8GB RAM / 128GB - Lemon (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A5568-128LMN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Lemon,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-dual-sim-8gb-ram-128gb-iceblue-non-eu,Samsung Galaxy A55 5G Dual Sim - 8GB RAM / 128GB - Iceblue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A5568-128IBL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-12gb-ram-256gb-navy-non-eu,Samsung Galaxy A55 5G - 12GB RAM / 256GB - Navy (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A55612-256NVY,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Navy,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-12gb-ram-256gb-lilac-non-eu,Samsung Galaxy A55 5G - 12GB RAM / 256GB - Lilac (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A55612-256LLC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Lilac,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-12gb-ram-256gb-iceblue-non-eu,Samsung Galaxy A55 5G - 12GB RAM / 256GB - Iceblue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A55612-256IBL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-128gb-awesome-lilac,Samsung Galaxy A55 5G - 128GB - Awesome Lilac,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095467252,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Lilac,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-128gb-awesome-lemon,Samsung Galaxy A55 5G - 128GB - Awesome Lemon,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095467559,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Lemon,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a55-5g-128gb-awesome-iceblue,Samsung Galaxy A55 5G - 128GB - Awesome Iceblue,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095467399,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Blue,"In Box: Smartphone
Data Cable
Documentation",Galaxy A55,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a54-5g-8gb-ram-256gb-zwart,Samsung - Galaxy A54 5G - 8GB RAM - 256GB - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094825923,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A54,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a54-5g-256gb-awesome-white,Samsung Galaxy A54 5G - 256GB - Awesome White,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094817928,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,White,"In Box: Smartphone
Data Cable
Documentation",Galaxy A54,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a54-5g-256gb-awesome-lime,Samsung Galaxy A54 - 5G - 256GB - Awesome Lime,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094817966,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Lime,"In Box: Smartphone
Data Cable
Documentation",Galaxy A54,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a54-5g-256gb-awesome-black,Samsung Galaxy A54 5G - 256GB - Awesome Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094817911,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A54,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a54-5g-128gb-awesome-violet,Samsung Galaxy A54 5G - 128GB - Awesome Violet,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094885736,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Violet,"In Box: Smartphone
Data Cable
Documentation",Galaxy A54,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a54-5g-128gb-awesome-lime,Samsung Galaxy A54 5G - 128GB - Awesome Lime,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806094885767,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Lime,"In Box: Smartphone
Data Cable
Documentation",Galaxy A54,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-8gb-ram-256gb-white-non-eu,Samsung Galaxy A36 5G - 8GB RAM / 256GB - White (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-256WHT,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/White_ec579e73-80e0-4174-a6a2-d4c3d8543986.jpg?v=1765961979,1,"",false,,,Samsung,White,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-8gb-ram-256gb-lavender-non-eu,Samsung Galaxy A36 5G - 8GB RAM / 256GB - Lavender (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-256LVN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Lavendar.jpg?v=1765961979,1,"",false,,,Samsung,Lavender,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-8gb-ram-256gb-awesome-lime-non-eu,Samsung Galaxy A36 5G - 8GB RAM / 256GB - Awesome Lime (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-256LIME,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Lime.jpg?v=1765961979,1,"",false,,,Samsung,Lime,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-8gb-ram-256gb-awesome-black-non-eu,Samsung Galaxy A36 5G - 8GB RAM / 256GB - Awesome Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_9ea267cf-757e-4133-80fc-0c80e0d13a96.jpg?v=1765961979,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-8gb-ram-128gb-lime-non-eu,Samsung Galaxy A36 5G - 8GB RAM / 128GB - Lime (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-128LM,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Lime.jpg?v=1765961979,1,"",false,,,Samsung,Lime,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-8gb-ram-128gb-lavender-non-eu,Samsung Galaxy A36 5G - 8GB RAM / 128GB - Lavender (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-128LVD,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Lavendar.jpg?v=1765961979,1,"",false,,,Samsung,Lavender,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-8gb-ram-128gb-awesome-white-non-eu,Samsung Galaxy A36 5G - 8GB RAM / 128GB - Awesome White (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-128WHT,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/White_ec579e73-80e0-4174-a6a2-d4c3d8543986.jpg?v=1765961979,1,"",false,,,Samsung,White,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-8gb-ram-128gb-awesome-graphite-non-eu,Samsung Galaxy A36 5G - 8GB RAM / 128GB - Awesome Graphite (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-128BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Samsung,Graphite,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-6gb-ram-128gb-awesome-black-non-eu,Samsung Galaxy A36 5G - 6GB RAM / 128GB - Awesome Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-6/128BLK,0.0,shopify,78,deny,manual,180.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_9ea267cf-757e-4133-80fc-0c80e0d13a96.jpg?v=1765961979,1,"",false,,,Samsung,Black,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-256gb-awesome-lime,Samsung Galaxy A36 5G - 256GB - Awesome Lime,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095984537,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Lime.jpg?v=1765961979,1,"",false,,,Samsung,Lime,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-256gb-awesome-lavender,Samsung Galaxy A36 5G - 256GB - Awesome Lavender,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,'8806095984384,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Lavendar.jpg?v=1765961979,1,"",false,,,Samsung,Lavender,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-12gb-ram-256gb-white-non-eu,Samsung Galaxy A36 5G - 12GB RAM / 256GB - White (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-12/256WHT,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/White_ec579e73-80e0-4174-a6a2-d4c3d8543986.jpg?v=1765961979,1,"",false,,,Samsung,White,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-12gb-ram-256gb-lime-non-eu,Samsung Galaxy A36 5G - 12GB RAM / 256GB - Lime (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-12/256LIME,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Lime.jpg?v=1765961979,1,"",false,,,Samsung,Lime,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
samsung-galaxy-a36-5g-12gb-ram-256gb-lavender-non-eu,Samsung Galaxy A36 5G - 12GB RAM / 256GB - Lavender (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Samsung",true,Title,Default Title,,,,,,,,SM-A366-12/256LVND,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Lavendar.jpg?v=1765961979,1,"",false,,,Samsung,Lavender,"In Box: Smartphone
Data Cable
Documentation",Galaxy A36,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
